SkinApiId,WeaponName,FinishName,SourceSheet,FNPrice,MWPrice,FTPrice,WWPrice,BSPrice,STFNPrice,STMWPrice,STFTPrice,STWWPrice,STBSPrice,VanillaPrice,VanillaStatTrakPrice
skin_gut_knife_doppler_black_pearl,Gut Knife,Doppler (Black Pearl),Gut Knife,12370,11280,,,,16080,14530,,,,,
skin_gut_knife_marble_fade,Gut Knife,Marble Fade,Gut Knife,5340,5180,,,,5910,5680,,,,,
skin_gut_knife_rust_coat,Gut Knife,Rust Coat,Gut Knife,,,,4460,4420,,,,4640,4580,,
skin_gut_knife_tiger_tooth,Gut Knife,Tiger Tooth,Gut Knife,5250,5090,,,,5760,5550,,,,,
skin_gut_knife_ultraviolet,Gut Knife,Ultraviolet,Gut Knife,4970,4850,4730,4650,4590,5370,5200,5020,4910,4820,,
skin_gut_knife_autotronic,Gut Knife,Autotronic,Gut Knife,5180,5030,4880,4780,4700,5670,5460,5240,5100,4990,,
skin_gut_knife_black_laminate,Gut Knife,Black Laminate,Gut Knife,4850,4750,4640,4570,4520,5190,5050,4890,4790,4720,,
skin_gut_knife_bright_water,Gut Knife,Bright Water,Gut Knife,4800,4700,4600,4540,4490,5120,4980,4840,4740,4670,,
skin_gut_knife_freehand,Gut Knife,Freehand,Gut Knife,4830,4730,4630,4560,4510,5170,5030,4880,4780,4700,,
skin_gut_knife_gamma_doppler_phase_1,Gut Knife,Gamma Doppler (Phase 1),Gut Knife,5790,5570,,,,6550,6230,,,,,
skin_gut_knife_gamma_doppler_phase_2,Gut Knife,Gamma Doppler (Phase 2),Gut Knife,6090,5830,,,,7000,6610,,,,,
skin_gut_knife_gamma_doppler_phase_3,Gut Knife,Gamma Doppler (Phase 3),Gut Knife,5730,5510,,,,6460,6150,,,,,
skin_gut_knife_gamma_doppler_phase_4,Gut Knife,Gamma Doppler (Phase 4),Gut Knife,5830,5610,,,,6630,6290,,,,,
skin_gut_knife_gamma_doppler_emerald,Gut Knife,Gamma Doppler (Emerald),Gut Knife,8800,8180,,,,10900,10030,,,,,
skin_gut_knife_lore,Gut Knife,Lore,Gut Knife,5130,4990,4840,4750,4670,5590,5400,5190,5050,4950,,
skin_huntsman_knife_vanilla,Huntsman Knife,★ (Vanilla),Huntsman Knife,,,,,,,,,,,6730,7920
skin_huntsman_knife_crimson_web,Huntsman Knife,Crimson Web,Huntsman Knife,13650,12400,11010,10190,9490,17930,16130,14200,12940,11990,,
skin_huntsman_knife_fade,Huntsman Knife,Fade,Huntsman Knife,7860,7370,,,,9560,8840,,,,,
skin_huntsman_knife_blue_steel,Huntsman Knife,Blue Steel,Huntsman Knife,6570,6250,5890,5670,5490,7690,7220,6720,6390,6140,,
skin_huntsman_knife_stained,Huntsman Knife,Stained,Huntsman Knife,6250,5970,5650,5460,5310,7230,6820,6370,6090,5870,,
skin_huntsman_knife_case_hardened,Huntsman Knife,Case Hardened,Huntsman Knife,7900,7400,6850,6520,6240,9620,8890,8120,7620,7240,,
skin_huntsman_knife_forest_ddpat,Huntsman Knife,Forest DDPAT,Huntsman Knife,6530,6210,5860,5640,5470,7630,7170,6670,6350,6110,,
skin_huntsman_knife_safari_mesh,Huntsman Knife,Safari Mesh,Huntsman Knife,6370,6070,5740,5540,5380,7400,6970,6510,6210,5970,,
skin_huntsman_knife_boreal_forest,Huntsman Knife,Boreal Forest,Huntsman Knife,6450,6150,5800,5590,5420,7510,7070,6590,6280,6040,,
skin_huntsman_knife_scorched,Huntsman Knife,Scorched,Huntsman Knife,6370,6070,5740,5540,5380,7400,6970,6510,6210,5970,,
skin_huntsman_knife_urban_masked,Huntsman Knife,Urban Masked,Huntsman Knife,6530,6210,5860,5640,5470,7630,7170,6670,6350,6110,,
skin_huntsman_knife_night,Huntsman Knife,Night,Huntsman Knife,7130,6730,6290,6030,5800,8490,7920,7300,6900,6600,,
skin_huntsman_knife_slaughter,Huntsman Knife,Slaughter,Huntsman Knife,8240,7700,7090,,,10110,9320,8480,,,,
skin_huntsman_knife_damascus_steel,Huntsman Knife,Damascus Steel,Huntsman Knife,6450,6150,5800,5590,5420,7510,7070,6590,6280,6040,,
skin_huntsman_knife_doppler_phase_1,Huntsman Knife,Doppler (Phase 1),Huntsman Knife,11420,10460,,,,14720,13330,,,,,
skin_huntsman_knife_doppler_phase_2,Huntsman Knife,Doppler (Phase 2),Huntsman Knife,12510,11420,,,,16300,14720,,,,,
skin_huntsman_knife_doppler_phase_3,Huntsman Knife,Doppler (Phase 3),Huntsman Knife,10820,9920,,,,13820,12560,,,,,
skin_huntsman_knife_doppler_phase_4,Huntsman Knife,Doppler (Phase 4),Huntsman Knife,11720,10740,,,,15180,13740,,,,,
skin_huntsman_knife_doppler_ruby,Huntsman Knife,Doppler (Ruby),Huntsman Knife,18180,16350,,,,24530,21860,,,,,
skin_huntsman_knife_doppler_sapphire,Huntsman Knife,Doppler (Sapphire),Huntsman Knife,18750,16840,,,,25350,22600,,,,,
skin_huntsman_knife_doppler_black_pearl,Huntsman Knife,Doppler (Black Pearl),Huntsman Knife,31180,27640,,,,43340,38220,,,,,
skin_huntsman_knife_marble_fade,Huntsman Knife,Marble Fade,Huntsman Knife,8160,7630,,,,10000,9230,,,,,
skin_huntsman_knife_rust_coat,Huntsman Knife,Rust Coat,Huntsman Knife,,,,5310,5170,,,,5860,5670,,
skin_huntsman_knife_tiger_tooth,Huntsman Knife,Tiger Tooth,Huntsman Knife,7860,7370,,,,9560,8840,,,,,
skin_huntsman_knife_ultraviolet,Huntsman Knife,Ultraviolet,Huntsman Knife,7010,6630,6210,5950,5740,8320,7770,7180,6790,6500,,
skin_huntsman_knife_autotronic,Huntsman Knife,Autotronic,Huntsman Knife,7670,7200,6680,6370,6110,9280,8600,7870,7410,7050,,
skin_huntsman_knife_black_laminate,Huntsman Knife,Black Laminate,Huntsman Knife,6570,6250,5890,5670,5490,7690,7220,6720,6390,6140,,
skin_huntsman_knife_bright_water,Huntsman Knife,Bright Water,Huntsman Knife,6450,6150,5800,5590,5420,7510,7070,6590,6280,6040,,
skin_huntsman_knife_freehand,Huntsman Knife,Freehand,Huntsman Knife,6530,6210,5860,5640,5470,7630,7170,6670,6350,6110,,
skin_huntsman_knife_gamma_doppler_phase_1,Huntsman Knife,Gamma Doppler (Phase 1),Huntsman Knife,9670,8950,,,,12210,11150,,,,,
skin_huntsman_knife_gamma_doppler_phase_2,Huntsman Knife,Gamma Doppler (Phase 2),Huntsman Knife,10630,9780,,,,13570,12340,,,,,
skin_huntsman_knife_gamma_doppler_phase_3,Huntsman Knife,Gamma Doppler (Phase 3),Huntsman Knife,9500,8800,,,,11940,10930,,,,,
skin_huntsman_knife_gamma_doppler_phase_4,Huntsman Knife,Gamma Doppler (Phase 4),Huntsman Knife,9860,9110,,,,12450,11390,,,,,
skin_huntsman_knife_gamma_doppler_emerald,Huntsman Knife,Gamma Doppler (Emerald),Huntsman Knife,19490,17500,,,,26440,23520,,,,,
skin_huntsman_knife_lore,Huntsman Knife,Lore,Huntsman Knife,7550,7100,6600,6300,6050,9110,8460,7750,7300,6950,,
skin_karambit_vanilla,Karambit,★ (Vanilla),Karambit,,,,,,,,,,,8300,10190
skin_karambit_crimson_web,Karambit,Crimson Web,Karambit,17010,15320,13460,12320,11390,22810,20390,17770,16080,14770,,
skin_karambit_fade,Karambit,Fade,Karambit,9210,8540,,,,11500,10550,,,,,
skin_karambit_blue_steel,Karambit,Blue Steel,Karambit,7460,7020,6530,6240,5990,8980,8340,7660,7210,6870,,
skin_karambit_stained,Karambit,Stained,Karambit,7010,6630,6200,5950,5740,8320,7770,7180,6790,6500,,
skin_karambit_case_hardened,Karambit,Case Hardened,Karambit,9210,8540,7800,7350,6980,11500,10550,9500,8830,8320,,
skin_karambit_forest_ddpat,Karambit,Forest DDPAT,Karambit,7380,6950,6480,6190,5950,8870,8240,7570,7140,6810,,
skin_karambit_safari_mesh,Karambit,Safari Mesh,Karambit,7160,6760,6310,6050,5820,8540,7960,7330,6940,6630,,
skin_karambit_boreal_forest,Karambit,Boreal Forest,Karambit,7250,6840,6380,6110,5870,8680,8080,7440,7020,6700,,
skin_karambit_scorched,Karambit,Scorched,Karambit,7200,6790,6340,6070,5850,8590,8010,7380,6970,6650,,
skin_karambit_urban_masked,Karambit,Urban Masked,Karambit,7380,6950,6480,6190,5950,8870,8240,7570,7140,6810,,
skin_karambit_night,Karambit,Night,Karambit,8210,7670,7070,6720,6420,10050,9290,8450,7910,7490,,
skin_karambit_slaughter,Karambit,Slaughter,Karambit,9650,8930,8120,,,12150,11120,9970,,,,
skin_karambit_damascus_steel,Karambit,Damascus Steel,Karambit,7250,6840,6380,6110,5870,8680,8080,7440,7020,6700,,
skin_karambit_doppler_phase_1,Karambit,Doppler (Phase 1),Karambit,14010,12730,,,,18480,16600,,,,,
skin_karambit_doppler_phase_2,Karambit,Doppler (Phase 2),Karambit,15510,14010,,,,20630,18480,,,,,
skin_karambit_doppler_phase_3,Karambit,Doppler (Phase 3),Karambit,13140,11960,,,,17200,15510,,,,,
skin_karambit_doppler_phase_4,Karambit,Doppler (Phase 4),Karambit,14440,13080,,,,19080,17140,,,,,
skin_karambit_doppler_ruby,Karambit,Doppler (Ruby),Karambit,31730,28100,,,,44100,38920,,,,,
skin_karambit_doppler_sapphire,Karambit,Doppler (Sapphire),Karambit,32600,28890,,,,45410,40070,,,,,
skin_karambit_doppler_black_pearl,Karambit,Doppler (Black Pearl),Karambit,56750,49880,,,,80420,70490,,,,,
skin_karambit_marble_fade,Karambit,Marble Fade,Karambit,9560,8850,,,,12020,10980,,,,,
skin_karambit_rust_coat,Karambit,Rust Coat,Karambit,,,,5750,5560,,,,6500,6240,,
skin_karambit_tiger_tooth,Karambit,Tiger Tooth,Karambit,9210,8540,,,,11500,10550,,,,,
skin_karambit_ultraviolet,Karambit,Ultraviolet,Karambit,8020,7500,6940,6590,6310,9780,9050,8240,7730,7330,,
skin_karambit_autotronic,Karambit,Autotronic,Karambit,8940,8300,7600,7180,6830,11120,10190,9220,8590,8090,,
skin_karambit_black_laminate,Karambit,Black Laminate,Karambit,7460,7020,6530,6240,5990,8980,8340,7660,7210,6870,,
skin_karambit_bright_water,Karambit,Bright Water,Karambit,7250,6840,6380,6110,5870,8680,8080,7440,7020,6700,,
skin_karambit_freehand,Karambit,Freehand,Karambit,7380,6950,6480,6190,5950,8870,8240,7570,7140,6810,,
skin_karambit_gamma_doppler_phase_1,Karambit,Gamma Doppler (Phase 1),Karambit,11610,10630,,,,14990,13570,,,,,
skin_karambit_gamma_doppler_phase_2,Karambit,Gamma Doppler (Phase 2),Karambit,12920,11770,,,,16900,15230,,,,,
skin_karambit_gamma_doppler_phase_3,Karambit,Gamma Doppler (Phase 3),Karambit,11390,10440,,,,14690,13300,,,,,
skin_karambit_gamma_doppler_phase_4,Karambit,Gamma Doppler (Phase 4),Karambit,11880,10850,,,,15370,13900,,,,,
skin_karambit_gamma_doppler_emerald,Karambit,Gamma Doppler (Emerald),Karambit,34070,30170,,,,47540,41920,,,,,
skin_karambit_lore,Karambit,Lore,Karambit,8760,8150,7470,7070,6720,10850,9970,9030,8420,7940,,
skin_kukri_knife_vanilla,Kukri Knife,★ (Vanilla),Kukri Knife,,,,,,,,,,,9170,11470
skin_kukri_knife_crimson_web,Kukri Knife,Crimson Web,Kukri Knife,21780,19460,16900,15370,14090,29710,26380,22790,20500,18700,,
skin_kukri_knife_fade,Kukri Knife,Fade,Kukri Knife,10980,10080,,,,14090,12780,,,,,
skin_kukri_knife_blue_steel,Kukri Knife,Blue Steel,Kukri Knife,8690,8090,7420,7020,6690,10760,9890,8950,8350,7880,,
skin_kukri_knife_stained,Kukri Knife,Stained,Kukri Knife,8010,7500,6930,6590,6300,9780,9040,8240,7730,7330,,
skin_kukri_knife_case_hardened,Kukri Knife,Case Hardened,Kukri Knife,11060,10160,9150,8540,8040,14230,12890,11470,10570,9860,,
skin_kukri_knife_forest_ddpat,Kukri Knife,Forest DDPAT,Kukri Knife,8550,7970,7320,6940,6610,10570,9730,8810,8230,7780,,
skin_kukri_knife_safari_mesh,Kukri Knife,Safari Mesh,Kukri Knife,8280,7740,7130,6760,6460,10160,9380,8530,7980,7550,,
skin_kukri_knife_boreal_forest,Kukri Knife,Boreal Forest,Kukri Knife,8380,7810,7190,6820,6510,10300,9490,8620,8060,7630,,
skin_kukri_knife_scorched,Kukri Knife,Scorched,Kukri Knife,8330,7780,7160,6790,6480,10250,9430,8570,8020,7590,,
skin_kukri_knife_urban_masked,Kukri Knife,Urban Masked,Kukri Knife,8550,7970,7320,6940,6610,10570,9730,8810,8230,7780,,
skin_kukri_knife_night_stripe,Kukri Knife,Night Stripe,Kukri Knife,8280,7740,7130,6760,6460,10160,9380,8530,7980,7550,,
skin_kukri_knife_slaughter,Kukri Knife,Slaughter,Kukri Knife,11660,10680,9590,,,15070,13650,12100,,,,
skin_m9_bayonet_vanilla,M9 Bayonet,★ (Vanilla),M9 Bayonet,,,,,,,,,,,9620,12100
skin_m9_bayonet_crimson_web,M9 Bayonet,Crimson Web,M9 Bayonet,21310,19050,16570,15070,13820,29030,25780,22300,20060,18320,,
skin_m9_bayonet_fade,M9 Bayonet,Fade,M9 Bayonet,10850,9970,,,,13870,12620,,,,,
skin_m9_bayonet_blue_steel,M9 Bayonet,Blue Steel,M9 Bayonet,8580,7990,7340,6950,6620,10600,9760,8830,8250,7790,,
skin_m9_bayonet_stained,M9 Bayonet,Stained,M9 Bayonet,7960,7450,6890,6550,6280,9700,8970,8180,7680,7290,,
skin_m9_bayonet_case_hardened,M9 Bayonet,Case Hardened,M9 Bayonet,10900,10030,9030,8440,7940,13980,12700,11310,10410,9730,,
skin_m9_bayonet_forest_ddpat,M9 Bayonet,Forest DDPAT,M9 Bayonet,8460,7890,7260,6880,6560,10440,9620,8720,8150,7700,,
skin_m9_bayonet_safari_mesh,M9 Bayonet,Safari Mesh,M9 Bayonet,8160,7630,7030,6680,6390,10000,9220,8390,7860,7450,,
skin_m9_bayonet_boreal_forest,M9 Bayonet,Boreal Forest,M9 Bayonet,8300,7750,7140,6770,6470,10190,9400,8540,7990,7560,,
skin_m9_bayonet_scorched,M9 Bayonet,Scorched,M9 Bayonet,8240,7700,7090,6730,6430,10110,9320,8480,7940,7520,,
skin_m9_bayonet_urban_masked,M9 Bayonet,Urban Masked,M9 Bayonet,8460,7890,7260,6880,6560,10440,9620,8720,8150,7700,,
skin_m9_bayonet_night,M9 Bayonet,Night,M9 Bayonet,9560,8840,8050,7570,7180,12020,10980,9860,9160,8610,,
skin_m9_bayonet_slaughter,M9 Bayonet,Slaughter,M9 Bayonet,11500,10550,9460,,,14830,13440,11940,,,,
skin_m9_bayonet_damascus_steel,M9 Bayonet,Damascus Steel,M9 Bayonet,8300,7750,7140,6770,6470,10190,9400,8540,7990,7560,,
skin_m9_bayonet_doppler_phase_1,M9 Bayonet,Doppler (Phase 1),M9 Bayonet,17310,15590,,,,23250,20770,,,,,
skin_m9_bayonet_doppler_phase_2,M9 Bayonet,Doppler (Phase 2),M9 Bayonet,19270,17280,,,,26080,23220,,,,,
skin_m9_bayonet_doppler_phase_3,M9 Bayonet,Doppler (Phase 3),M9 Bayonet,16130,14580,,,,21560,19300,,,,,
skin_m9_bayonet_doppler_phase_4,M9 Bayonet,Doppler (Phase 4),M9 Bayonet,17850,16080,,,,24070,21450,,,,,
skin_m9_bayonet_doppler_ruby,M9 Bayonet,Doppler (Ruby),M9 Bayonet,38540,34020,,,,54030,47540,,,,,
skin_m9_bayonet_doppler_sapphire,M9 Bayonet,Doppler (Sapphire),M9 Bayonet,39740,35110,,,,55770,49070,,,,,
skin_m9_bayonet_doppler_black_pearl,M9 Bayonet,Doppler (Black Pearl),M9 Bayonet,69890,61330,,,,99500,87070,,,,,
skin_m9_bayonet_marble_fade,M9 Bayonet,Marble Fade,M9 Bayonet,11360,10410,,,,14630,13270,,,,,
skin_m9_bayonet_rust_coat,M9 Bayonet,Rust Coat,M9 Bayonet,,,,6300,6050,,,,7310,6960,,
skin_m9_bayonet_tiger_tooth,M9 Bayonet,Tiger Tooth,M9 Bayonet,10850,9970,,,,13870,12620,,,,,
skin_m9_bayonet_ultraviolet,M9 Bayonet,Ultraviolet,M9 Bayonet,9310,8630,7870,7420,7040,11660,10680,9620,8940,8410,,
skin_m9_bayonet_autotronic,M9 Bayonet,Autotronic,M9 Bayonet,10520,9670,8740,8180,7720,13410,12180,10870,10050,9400,,
skin_m9_bayonet_black_laminate,M9 Bayonet,Black Laminate,M9 Bayonet,8580,7990,7340,6950,6620,10600,9760,8830,8250,7790,,
skin_m9_bayonet_bright_water,M9 Bayonet,Bright Water,M9 Bayonet,8300,7750,7140,6770,6470,10190,9400,8540,7990,7560,,
skin_m9_bayonet_freehand,M9 Bayonet,Freehand,M9 Bayonet,8460,7890,7260,6880,6560,10440,9620,8720,8150,7700,,
skin_m9_bayonet_gamma_doppler_phase_1,M9 Bayonet,Gamma Doppler (Phase 1),M9 Bayonet,14140,12840,,,,18640,16760,,,,,
skin_m9_bayonet_gamma_doppler_phase_2,M9 Bayonet,Gamma Doppler (Phase 2),M9 Bayonet,15830,14310,,,,21100,18890,,,,,
skin_m9_bayonet_gamma_doppler_phase_3,M9 Bayonet,Gamma Doppler (Phase 3),M9 Bayonet,13820,12560,,,,18210,16350,,,,,
skin_m9_bayonet_gamma_doppler_phase_4,M9 Bayonet,Gamma Doppler (Phase 4),M9 Bayonet,14390,13050,,,,19020,17090,,,,,
skin_m9_bayonet_gamma_doppler_emerald,M9 Bayonet,Gamma Doppler (Emerald),M9 Bayonet,41600,36740,,,,58500,51410,,,,,
skin_m9_bayonet_lore,M9 Bayonet,Lore,M9 Bayonet,10300,9500,8600,8050,7610,13110,11940,10680,9860,9230,,
skin_navaja_knife_vanilla,Navaja Knife,★ (Vanilla),Navaja Knife,,,,,,,,,,,4700,4980
skin_navaja_knife_crimson_web,Navaja Knife,Crimson Web,Navaja Knife,6490,6170,5820,5620,5440,7570,7120,6630,6310,6070,,
skin_navaja_knife_fade,Navaja Knife,Fade,Navaja Knife,5010,4890,,,,5420,5250,,,,,
skin_navaja_knife_blue_steel,Navaja Knife,Blue Steel,Navaja Knife,4700,4620,4530,4480,4430,4980,4860,4740,4660,4590,,
skin_navaja_knife_stained,Navaja Knife,Stained,Navaja Knife,4630,4560,4480,4430,4390,4870,4770,4660,4590,4530,,
skin_navaja_knife_case_hardened,Navaja Knife,Case Hardened,Navaja Knife,5030,4900,4770,4680,4620,5450,5270,5080,4960,4860,,
skin_navaja_knife_forest_ddpat,Navaja Knife,Forest DDPAT,Navaja Knife,4700,4620,4530,4480,4430,4980,4860,4740,4660,4590,,
skin_navaja_knife_safari_mesh,Navaja Knife,Safari Mesh,Navaja Knife,4650,4570,4490,4440,4400,4900,4790,4680,4610,4550,,
skin_navaja_knife_boreal_forest,Navaja Knife,Boreal Forest,Navaja Knife,4660,4590,4500,4460,4410,4920,4820,4700,4620,4560,,
skin_navaja_knife_scorched,Navaja Knife,Scorched,Navaja Knife,4650,4570,4490,4440,4400,4900,4790,4680,4610,4550,,
skin_navaja_knife_urban_masked,Navaja Knife,Urban Masked,Navaja Knife,4700,4620,4530,4480,4430,4980,4860,4740,4660,4590,,
skin_navaja_knife_night_stripe,Navaja Knife,Night Stripe,Navaja Knife,4650,4570,4490,4440,4400,4900,4790,4680,4610,4550,,
skin_navaja_knife_slaughter,Navaja Knife,Slaughter,Navaja Knife,5120,4980,4830,,,5580,5380,5180,,,,
skin_navaja_knife_damascus_steel,Navaja Knife,Damascus Steel,Navaja Knife,4660,4590,4500,4460,4410,4920,4820,4700,4620,4560,,
skin_navaja_knife_doppler_phase_1,Navaja Knife,Doppler (Phase 1),Navaja Knife,5910,5670,,,,6720,6380,,,,,
skin_navaja_knife_doppler_phase_2,Navaja Knife,Doppler (Phase 2),Navaja Knife,6170,5890,,,,7110,6710,,,,,
skin_navaja_knife_doppler_phase_3,Navaja Knife,Doppler (Phase 3),Navaja Knife,5760,5540,,,,6510,6190,,,,,
skin_navaja_knife_doppler_phase_4,Navaja Knife,Doppler (Phase 4),Navaja Knife,6000,5750,,,,6870,6510,,,,,
skin_navaja_knife_doppler_ruby,Navaja Knife,Doppler (Ruby),Navaja Knife,7610,7150,,,,9190,8530,,,,,
skin_navaja_knife_doppler_sapphire,Navaja Knife,Doppler (Sapphire),Navaja Knife,7730,7250,,,,9370,8680,,,,,
skin_navaja_knife_doppler_black_pearl,Navaja Knife,Doppler (Black Pearl),Navaja Knife,10850,9970,,,,13900,12620,,,,,
skin_navaja_knife_marble_fade,Navaja Knife,Marble Fade,Navaja Knife,5120,4980,,,,5580,5380,,,,,
skin_navaja_knife_rust_coat,Navaja Knife,Rust Coat,Navaja Knife,,,,4390,4360,,,,4530,4490,,
skin_navaja_knife_tiger_tooth,Navaja Knife,Tiger Tooth,Navaja Knife,5010,4890,,,,5420,5250,,,,,
skin_navaja_knife_ultraviolet,Navaja Knife,Ultraviolet,Navaja Knife,4810,4720,4610,4550,4500,5140,5000,4850,4760,4680,,
skin_nomad_knife_vanilla,Nomad Knife,★ (Vanilla),Nomad Knife,,,,,,,,,,,5790,6550
skin_nomad_knife_crimson_web,Nomad Knife,Crimson Web,Nomad Knife,9780,9050,8220,7720,7310,12340,11280,10110,9380,8800,,
skin_nomad_knife_fade,Nomad Knife,Fade,Nomad Knife,6350,6050,,,,7370,6940,,,,,
skin_nomad_knife_blue_steel,Nomad Knife,Blue Steel,Nomad Knife,5580,5390,5170,5040,4930,6250,5970,5670,5470,5320,,
skin_nomad_knife_stained,Nomad Knife,Stained,Nomad Knife,5370,5200,5020,4910,4820,5950,5710,5450,5280,5150,,
skin_nomad_knife_case_hardened,Nomad Knife,Case Hardened,Nomad Knife,6370,6070,5740,5540,5380,7390,6960,6500,6210,5970,,
skin_nomad_knife_forest_ddpat,Nomad Knife,Forest DDPAT,Nomad Knife,5540,5350,5140,5010,4910,6190,5920,5620,5440,5290,,
skin_nomad_knife_safari_mesh,Nomad Knife,Safari Mesh,Nomad Knife,5440,5260,5070,4950,4850,6040,5790,5510,5340,5200,,
skin_nomad_knife_boreal_forest,Nomad Knife,Boreal Forest,Nomad Knife,5500,5310,5110,4980,4890,6130,5870,5580,5400,5250,,
skin_nomad_knife_scorched,Nomad Knife,Scorched,Nomad Knife,5460,5280,5080,4960,4860,6070,5810,5530,5360,5220,,
skin_nomad_knife_urban_masked,Nomad Knife,Urban Masked,Nomad Knife,5540,5350,5140,5010,4910,6190,5920,5620,5440,5290,,
skin_nomad_knife_night_stripe,Nomad Knife,Night Stripe,Nomad Knife,5440,5260,5070,4950,4850,6040,5790,5510,5340,5200,,
skin_nomad_knife_slaughter,Nomad Knife,Slaughter,Nomad Knife,6550,6230,5870,,,7660,7190,6690,,,,
skin_nomad_knife_damascus_steel,Nomad Knife,Damascus Steel,Nomad Knife,5500,5310,5110,4980,4890,6130,5870,5580,5400,5250,,
skin_nomad_knife_doppler_phase_1,Nomad Knife,Doppler (Phase 1),Nomad Knife,8480,7910,,,,10460,9620,,,,,
skin_nomad_knife_doppler_phase_2,Nomad Knife,Doppler (Phase 2),Nomad Knife,9120,8460,,,,11390,10440,,,,,
skin_nomad_knife_doppler_phase_3,Nomad Knife,Doppler (Phase 3),Nomad Knife,8090,7570,,,,9890,9130,,,,,
skin_nomad_knife_doppler_phase_4,Nomad Knife,Doppler (Phase 4),Nomad Knife,8660,8060,,,,10710,9860,,,,,
skin_nomad_knife_doppler_ruby,Nomad Knife,Doppler (Ruby),Nomad Knife,12540,11450,,,,16350,14740,,,,,
skin_nomad_knife_doppler_sapphire,Nomad Knife,Doppler (Sapphire),Nomad Knife,12840,11690,,,,16760,15130,,,,,
skin_nomad_knife_doppler_black_pearl,Nomad Knife,Doppler (Black Pearl),Nomad Knife,20250,18150,,,,27530,24480,,,,,
skin_nomad_knife_marble_fade,Nomad Knife,Marble Fade,Nomad Knife,6530,6210,,,,7620,7170,,,,,
skin_nomad_knife_rust_coat,Nomad Knife,Rust Coat,Nomad Knife,,,,4820,4730,,,,5150,5030,,
skin_nomad_knife_tiger_tooth,Nomad Knife,Tiger Tooth,Nomad Knife,6350,6050,,,,7370,6940,,,,,
skin_nomad_knife_ultraviolet,Nomad Knife,Ultraviolet,Nomad Knife,5830,5600,5350,5200,5070,6610,6280,5930,5700,5520,,
skin_paracord_knife_vanilla,Paracord Knife,★ (Vanilla),Paracord Knife,,,,,,,,,,,5090,5540
skin_paracord_knife_crimson_web,Paracord Knife,Crimson Web,Paracord Knife,7560,7110,6600,6300,6050,9120,8470,7760,7310,6960,,
skin_paracord_knife_fade,Paracord Knife,Fade,Paracord Knife,5450,5270,,,,6070,5810,,,,,
skin_paracord_knife_blue_steel,Paracord Knife,Blue Steel,Paracord Knife,4990,4870,4740,4660,4600,5390,5220,5040,4920,4830,,
skin_paracord_knife_stained,Paracord Knife,Stained,Paracord Knife,4870,4770,4650,4590,4530,5220,5070,4910,4810,4730,,
skin_paracord_knife_case_hardened,Paracord Knife,Case Hardened,Paracord Knife,5450,5270,5080,4960,4860,6070,5810,5530,5360,5220,,
skin_paracord_knife_forest_ddpat,Paracord Knife,Forest DDPAT,Paracord Knife,4970,4850,4730,4650,4580,5370,5200,5020,4910,4820,,
skin_paracord_knife_safari_mesh,Paracord Knife,Safari Mesh,Paracord Knife,4910,4800,4680,4610,4550,5280,5130,4960,4850,4770,,
skin_paracord_knife_boreal_forest,Paracord Knife,Boreal Forest,Paracord Knife,4940,4830,4710,4630,4570,5320,5160,4990,4880,4790,,
skin_paracord_knife_scorched,Paracord Knife,Scorched,Paracord Knife,4910,4800,4680,4610,4550,5280,5130,4960,4850,4770,,
skin_paracord_knife_urban_masked,Paracord Knife,Urban Masked,Paracord Knife,4970,4850,4730,4650,4580,5370,5200,5020,4910,4820,,
skin_paracord_knife_night_stripe,Paracord Knife,Night Stripe,Paracord Knife,4910,4800,4680,4610,4550,5280,5130,4960,4850,4770,,
skin_paracord_knife_slaughter,Paracord Knife,Slaughter,Paracord Knife,5580,5390,5180,,,6260,5980,5670,,,,
skin_paracord_knife_damascus_steel,Paracord Knife,Damascus Steel,Paracord Knife,4940,4830,4710,4630,4570,5320,5160,4990,4880,4790,,
skin_paracord_knife_doppler_phase_1,Paracord Knife,Doppler (Phase 1),Paracord Knife,6750,6400,,,,7940,7440,,,,,
skin_paracord_knife_doppler_phase_2,Paracord Knife,Doppler (Phase 2),Paracord Knife,7130,6730,,,,8500,7930,,,,,
skin_paracord_knife_doppler_phase_3,Paracord Knife,Doppler (Phase 3),Paracord Knife,6500,6180,,,,7590,7130,,,,,
skin_paracord_knife_doppler_phase_4,Paracord Knife,Doppler (Phase 4),Paracord Knife,6870,6510,,,,8120,7600,,,,,
skin_paracord_knife_doppler_ruby,Paracord Knife,Doppler (Ruby),Paracord Knife,9230,8560,,,,11530,10570,,,,,
skin_paracord_knife_doppler_sapphire,Paracord Knife,Doppler (Sapphire),Paracord Knife,9390,8700,,,,11770,10760,,,,,
skin_paracord_knife_doppler_black_pearl,Paracord Knife,Doppler (Black Pearl),Paracord Knife,13870,12590,,,,18260,16410,,,,,
skin_paracord_knife_marble_fade,Paracord Knife,Marble Fade,Paracord Knife,5550,5360,,,,6210,5930,,,,,
skin_paracord_knife_rust_coat,Paracord Knife,Rust Coat,Paracord Knife,,,,4530,4490,,,,4740,4670,,
skin_paracord_knife_tiger_tooth,Paracord Knife,Tiger Tooth,Paracord Knife,5450,5270,,,,6070,5810,,,,,
skin_paracord_knife_ultraviolet,Paracord Knife,Ultraviolet,Paracord Knife,5140,5000,4850,4760,4680,5610,5410,5200,5060,4950,,
