SkinApiId,WeaponName,FinishName,SourceSheet,FNPrice,MWPrice,FTPrice,WWPrice,BSPrice,STFNPrice,STMWPrice,STFTPrice,STWWPrice,STBSPrice,VanillaPrice,VanillaStatTrakPrice
skin_gut_knife_lore,Gut Knife,Lore,Gut Knife,175,150,130,120,110,220,185,165,150,140,,
skin_huntsman_knife_vanilla,Huntsman Knife,★ (Vanilla),Huntsman Knife,,,,,,,,,,,1325,1675
skin_huntsman_knife_crimson_web,Huntsman Knife,Crimson Web,Huntsman Knife,6450,4900,3750,3225,2775,8650,6550,5000,4325,3725,,
skin_huntsman_knife_fade,Huntsman Knife,Fade,Huntsman Knife,3750,2850,,,,5050,3825,,,,,
skin_huntsman_knife_blue_steel,Huntsman Knife,Blue Steel,Huntsman Knife,810,610,470,400,350,1075,820,630,540,460,,
skin_huntsman_knife_stained,Huntsman Knife,Stained,Huntsman Knife,720,540,420,360,310,960,730,560,480,410,,
skin_huntsman_knife_case_hardened,Huntsman Knife,Case Hardened,Huntsman Knife,1600,1225,930,810,690,2150,1650,1250,1075,930,,
skin_huntsman_knife_forest_ddpat,Huntsman Knife,Forest DDPAT,Huntsman Knife,430,330,290,260,240,580,440,360,330,300,,
skin_huntsman_knife_safari_mesh,Huntsman Knife,Safari Mesh,Huntsman Knife,380,320,290,260,240,480,410,360,330,300,,
skin_huntsman_knife_boreal_forest,Huntsman Knife,Boreal Forest,Huntsman Knife,450,340,290,260,240,600,460,360,330,300,,
skin_huntsman_knife_scorched,Huntsman Knife,Scorched,Huntsman Knife,390,320,290,260,240,530,410,360,330,300,,
skin_huntsman_knife_urban_masked,Huntsman Knife,Urban Masked,Huntsman Knife,480,370,290,260,240,650,490,380,330,300,,
skin_huntsman_knife_night,Huntsman Knife,Night,Huntsman Knife,1250,950,730,630,540,1675,1275,970,840,720,,
skin_huntsman_knife_slaughter,Huntsman Knife,Slaughter,Huntsman Knife,1875,1425,1100,,,2525,1925,1450,,,,
skin_huntsman_knife_damascus_steel,Huntsman Knife,Damascus Steel,Huntsman Knife,900,680,520,450,390,1200,910,700,600,520,,
skin_huntsman_knife_doppler_phase_1,Huntsman Knife,Doppler (Phase 1),Huntsman Knife,4300,3275,,,,5750,4375,,,,,
skin_huntsman_knife_doppler_phase_2,Huntsman Knife,Doppler (Phase 2),Huntsman Knife,5750,4350,,,,7700,5850,,,,,
skin_huntsman_knife_doppler_phase_3,Huntsman Knife,Doppler (Phase 3),Huntsman Knife,3750,2850,,,,5050,3825,,,,,
skin_huntsman_knife_doppler_phase_4,Huntsman Knife,Doppler (Phase 4),Huntsman Knife,5000,3800,,,,6700,5100,,,,,
skin_huntsman_knife_doppler_ruby,Huntsman Knife,Doppler (Ruby),Huntsman Knife,12200,9250,,,,16300,12400,,,,,
skin_huntsman_knife_doppler_sapphire,Huntsman Knife,Doppler (Sapphire),Huntsman Knife,13450,10200,,,,18000,13700,,,,,
skin_huntsman_knife_doppler_black_pearl,Huntsman Knife,Doppler (Black Pearl),Huntsman Knife,17900,13600,,,,24000,18250,,,,,
skin_huntsman_knife_marble_fade,Huntsman Knife,Marble Fade,Huntsman Knife,2650,2025,,,,3525,2700,,,,,
skin_huntsman_knife_rust_coat,Huntsman Knife,Rust Coat,Huntsman Knife,,,,480,420,,,,650,560,,
skin_huntsman_knife_tiger_tooth,Huntsman Knife,Tiger Tooth,Huntsman Knife,2600,1975,,,,3475,2650,,,,,
skin_huntsman_knife_ultraviolet,Huntsman Knife,Ultraviolet,Huntsman Knife,1150,870,660,570,490,1525,1175,890,770,660,,
skin_huntsman_knife_autotronic,Huntsman Knife,Autotronic,Huntsman Knife,2050,1575,1200,1025,890,2750,2100,1600,1375,1175,,
skin_huntsman_knife_black_laminate,Huntsman Knife,Black Laminate,Huntsman Knife,1050,790,600,520,450,1400,1050,810,700,600,,
skin_huntsman_knife_bright_water,Huntsman Knife,Bright Water,Huntsman Knife,970,740,560,480,420,1300,980,750,650,560,,
skin_huntsman_knife_freehand,Huntsman Knife,Freehand,Huntsman Knife,1075,820,620,540,460,1450,1100,840,720,620,,
skin_huntsman_knife_gamma_doppler_phase_1,Huntsman Knife,Gamma Doppler (Phase 1),Huntsman Knife,4475,3400,,,,6000,4550,,,,,
skin_huntsman_knife_gamma_doppler_phase_2,Huntsman Knife,Gamma Doppler (Phase 2),Huntsman Knife,6100,4625,,,,8150,6200,,,,,
skin_huntsman_knife_gamma_doppler_phase_3,Huntsman Knife,Gamma Doppler (Phase 3),Huntsman Knife,3950,3000,,,,5300,4025,,,,,
skin_huntsman_knife_gamma_doppler_phase_4,Huntsman Knife,Gamma Doppler (Phase 4),Huntsman Knife,5200,3950,,,,6950,5300,,,,,
skin_huntsman_knife_gamma_doppler_emerald,Huntsman Knife,Gamma Doppler (Emerald),Huntsman Knife,14700,11150,,,,19700,14950,,,,,
skin_huntsman_knife_lore,Huntsman Knife,Lore,Huntsman Knife,2425,1850,1400,1200,1050,3250,2450,1875,1625,1400,,
skin_karambit_vanilla,Karambit,★ (Vanilla),Karambit,,,,,,,,,,,5200,6650
skin_karambit_crimson_web,Karambit,Crimson Web,Karambit,25500,19400,14800,12750,10950,34200,26000,19850,17100,14700,,
skin_karambit_fade,Karambit,Fade,Karambit,14900,11300,,,,19950,15150,,,,,
skin_karambit_blue_steel,Karambit,Blue Steel,Karambit,3200,2425,1850,1600,1375,4275,3250,2475,2150,1850,,
skin_karambit_stained,Karambit,Stained,Karambit,2825,2150,1650,1425,1225,3800,2900,2200,1900,1625,,
skin_karambit_case_hardened,Karambit,Case Hardened,Karambit,6400,4850,3700,3200,2750,8550,6500,4950,4275,3675,,
skin_karambit_forest_ddpat,Karambit,Forest DDPAT,Karambit,1700,1300,990,850,730,2275,1725,1325,1150,980,,
skin_karambit_safari_mesh,Karambit,Safari Mesh,Karambit,1425,1075,820,710,620,1900,1450,1100,950,820,,
skin_karambit_boreal_forest,Karambit,Boreal Forest,Karambit,1775,1350,1025,890,760,2375,1800,1375,1200,1025,,
skin_karambit_scorched,Karambit,Scorched,Karambit,1550,1175,900,780,670,2100,1600,1200,1050,900,,
skin_karambit_urban_masked,Karambit,Urban Masked,Karambit,1925,1450,1100,960,820,2575,1950,1500,1275,1100,,
skin_karambit_night,Karambit,Night,Karambit,4975,3775,2875,2475,2125,6650,5050,3850,3325,2850,,
skin_karambit_slaughter,Karambit,Slaughter,Karambit,7450,5650,4325,,,10000,7600,5800,,,,
skin_karambit_damascus_steel,Karambit,Damascus Steel,Karambit,3550,2700,2050,1775,1525,4750,3600,2750,2375,2050,,
skin_karambit_doppler_phase_1,Karambit,Doppler (Phase 1),Karambit,17000,12950,,,,22800,17350,,,,,
skin_karambit_doppler_phase_2,Karambit,Doppler (Phase 2),Karambit,22700,17250,,,,30400,23100,,,,,
skin_karambit_doppler_phase_3,Karambit,Doppler (Phase 3),Karambit,14900,11300,,,,19950,15150,,,,,
skin_karambit_doppler_phase_4,Karambit,Doppler (Phase 4),Karambit,19850,15100,,,,26600,20200,,,,,
skin_karambit_doppler_ruby,Karambit,Doppler (Ruby),Karambit,48200,36600,,,,64600,49100,,,,,
skin_karambit_doppler_sapphire,Karambit,Doppler (Sapphire),Karambit,53200,40400,,,,71200,54200,,,,,
skin_karambit_doppler_black_pearl,Karambit,Doppler (Black Pearl),Karambit,70900,53900,,,,95000,72200,,,,,
skin_karambit_marble_fade,Karambit,Marble Fade,Karambit,9500,7450,,,,12100,9650,,,,,
skin_karambit_rust_coat,Karambit,Rust Coat,Karambit,,,,1925,1650,,,,2575,2200,,
skin_karambit_tiger_tooth,Karambit,Tiger Tooth,Karambit,10300,7800,,,,13750,10450,,,,,
skin_karambit_ultraviolet,Karambit,Ultraviolet,Karambit,4525,3450,2625,2275,1950,6100,4625,3525,3050,2625,,
skin_karambit_autotronic,Karambit,Autotronic,Karambit,8150,6200,4725,4075,3500,10900,8300,6350,5450,4700,,
skin_karambit_black_laminate,Karambit,Black Laminate,Karambit,4100,3125,2375,2050,1775,5500,4200,3200,2750,2375,,
skin_karambit_bright_water,Karambit,Bright Water,Karambit,3825,2900,2225,1925,1650,5150,3900,2975,2575,2200,,
skin_karambit_freehand,Karambit,Freehand,Karambit,4250,3225,2475,2125,1825,5700,4325,3300,2850,2450,,
skin_karambit_gamma_doppler_phase_1,Karambit,Gamma Doppler (Phase 1),Karambit,17700,13450,,,,23800,18050,,,,,
skin_karambit_gamma_doppler_phase_2,Karambit,Gamma Doppler (Phase 2),Karambit,24100,18300,,,,32300,24500,,,,,
skin_karambit_gamma_doppler_phase_3,Karambit,Gamma Doppler (Phase 3),Karambit,15600,11850,,,,20900,15900,,,,,
skin_karambit_gamma_doppler_phase_4,Karambit,Gamma Doppler (Phase 4),Karambit,20600,15650,,,,27500,20900,,,,,
skin_karambit_gamma_doppler_emerald,Karambit,Gamma Doppler (Emerald),Karambit,58100,44200,,,,77900,59200,,,,,
skin_karambit_lore,Karambit,Lore,Karambit,9550,7250,5550,4775,4125,12800,9750,7450,6400,5500,,
skin_kukri_knife_vanilla,Kukri Knife,★ (Vanilla),Kukri Knife,,,,,,,,,,,410,520
skin_kukri_knife_crimson_web,Kukri Knife,Crimson Web,Kukri Knife,5600,4250,3250,2800,2400,7500,5700,4350,3750,3225,,
skin_kukri_knife_fade,Kukri Knife,Fade,Kukri Knife,3275,2475,,,,4375,3325,,,,,
skin_kukri_knife_blue_steel,Kukri Knife,Blue Steel,Kukri Knife,700,530,410,350,300,940,710,540,470,400,,
skin_kukri_knife_stained,Kukri Knife,Stained,Kukri Knife,620,470,360,310,270,830,630,480,420,360,,
skin_kukri_knife_case_hardened,Kukri Knife,Case Hardened,Kukri Knife,1400,1075,810,700,600,1875,1425,1100,940,810,,
skin_kukri_knife_forest_ddpat,Kukri Knife,Forest DDPAT,Kukri Knife,370,280,215,185,160,500,380,290,250,215,,
skin_kukri_knife_safari_mesh,Kukri Knife,Safari Mesh,Kukri Knife,310,235,180,160,145,420,320,240,210,180,,
skin_kukri_knife_boreal_forest,Kukri Knife,Boreal Forest,Kukri Knife,390,300,225,195,165,520,400,300,260,225,,
skin_kukri_knife_scorched,Kukri Knife,Scorched,Kukri Knife,340,260,200,170,145,460,350,270,230,195,,
skin_kukri_knife_urban_masked,Kukri Knife,Urban Masked,Kukri Knife,420,320,245,210,180,560,430,330,280,240,,
skin_kukri_knife_night_stripe,Kukri Knife,Night Stripe,Kukri Knife,1100,830,630,540,470,1450,1100,850,730,630,,
skin_kukri_knife_slaughter,Kukri Knife,Slaughter,Kukri Knife,1625,1250,950,,,2200,1650,1275,,,,
skin_m9_bayonet_vanilla,M9 Bayonet,★ (Vanilla),M9 Bayonet,,,,,,,,,,,5450,6950
skin_m9_bayonet_crimson_web,M9 Bayonet,Crimson Web,M9 Bayonet,26700,20300,15500,13350,11500,35800,27200,20800,17900,15400,,
skin_m9_bayonet_fade,M9 Bayonet,Fade,M9 Bayonet,15600,11850,,,,20900,15900,,,,,
skin_m9_bayonet_blue_steel,M9 Bayonet,Blue Steel,M9 Bayonet,3350,2550,1950,1675,1425,4475,3400,2600,2250,1925,,
skin_m9_bayonet_stained,M9 Bayonet,Stained,M9 Bayonet,2975,2250,1725,1475,1275,3975,3025,2300,2000,1700,,
skin_m9_bayonet_case_hardened,M9 Bayonet,Case Hardened,M9 Bayonet,6700,5100,3875,3350,2875,8950,6800,5200,4475,3850,,
skin_m9_bayonet_forest_ddpat,M9 Bayonet,Forest DDPAT,M9 Bayonet,1775,1350,1025,890,770,2400,1825,1375,1200,1025,,
skin_m9_bayonet_safari_mesh,M9 Bayonet,Safari Mesh,M9 Bayonet,1475,1125,860,740,650,2000,1500,1150,1000,860,,
skin_m9_bayonet_boreal_forest,M9 Bayonet,Boreal Forest,M9 Bayonet,1850,1400,1075,930,800,2500,1900,1450,1250,1075,,
skin_m9_bayonet_scorched,M9 Bayonet,Scorched,M9 Bayonet,1625,1250,950,820,700,2200,1675,1275,1100,940,,
skin_m9_bayonet_urban_masked,M9 Bayonet,Urban Masked,M9 Bayonet,2000,1525,1175,1000,860,2675,2050,1550,1350,1150,,
skin_m9_bayonet_night,M9 Bayonet,Night,M9 Bayonet,5200,3950,3025,2600,2225,6950,5300,4050,3475,3000,,
skin_m9_bayonet_slaughter,M9 Bayonet,Slaughter,M9 Bayonet,7800,5950,4525,,,10450,7950,6050,,,,
skin_m9_bayonet_damascus_steel,M9 Bayonet,Damascus Steel,M9 Bayonet,3725,2825,2150,1850,1600,4975,3775,2875,2500,2150,,
skin_m9_bayonet_doppler_phase_1,M9 Bayonet,Doppler (Phase 1),M9 Bayonet,17800,13550,,,,23900,18150,,,,,
skin_m9_bayonet_doppler_phase_2,M9 Bayonet,Doppler (Phase 2),M9 Bayonet,23800,18050,,,,31800,24200,,,,,
skin_m9_bayonet_doppler_phase_3,M9 Bayonet,Doppler (Phase 3),M9 Bayonet,15600,11850,,,,20900,15900,,,,,
skin_m9_bayonet_doppler_phase_4,M9 Bayonet,Doppler (Phase 4),M9 Bayonet,20800,15800,,,,27900,21200,,,,,
skin_m9_bayonet_doppler_ruby,M9 Bayonet,Doppler (Ruby),M9 Bayonet,50500,38400,,,,67700,51400,,,,,
skin_m9_bayonet_doppler_sapphire,M9 Bayonet,Doppler (Sapphire),M9 Bayonet,55700,42300,,,,74600,56700,,,,,
skin_m9_bayonet_doppler_black_pearl,M9 Bayonet,Doppler (Black Pearl),M9 Bayonet,74300,56400,,,,99500,75600,,,,,
skin_m9_bayonet_marble_fade,M9 Bayonet,Marble Fade,M9 Bayonet,9850,7750,,,,12550,10000,,,,,
skin_m9_bayonet_rust_coat,M9 Bayonet,Rust Coat,M9 Bayonet,,,,2000,1725,,,,2675,2300,,
skin_m9_bayonet_tiger_tooth,M9 Bayonet,Tiger Tooth,M9 Bayonet,10750,8200,,,,14450,10950,,,,,
skin_m9_bayonet_ultraviolet,M9 Bayonet,Ultraviolet,M9 Bayonet,4750,3600,2750,2375,2050,6350,4850,3700,3175,2750,,
skin_m9_bayonet_autotronic,M9 Bayonet,Autotronic,M9 Bayonet,8550,6500,4950,4275,3675,11450,8700,6650,5700,4925,,
skin_m9_bayonet_black_laminate,M9 Bayonet,Black Laminate,M9 Bayonet,4300,3275,2500,2150,1850,5750,4375,3350,2875,2475,,
skin_m9_bayonet_bright_water,M9 Bayonet,Bright Water,M9 Bayonet,4000,3050,2325,2000,1725,5350,4075,3125,2675,2300,,
skin_m9_bayonet_freehand,M9 Bayonet,Freehand,M9 Bayonet,4450,3375,2575,2225,1925,5950,4525,3475,2975,2575,,
skin_m9_bayonet_gamma_doppler_phase_1,M9 Bayonet,Gamma Doppler (Phase 1),M9 Bayonet,18550,14100,,,,24900,18900,,,,,
skin_m9_bayonet_gamma_doppler_phase_2,M9 Bayonet,Gamma Doppler (Phase 2),M9 Bayonet,25200,19200,,,,33800,25700,,,,,
skin_m9_bayonet_gamma_doppler_phase_3,M9 Bayonet,Gamma Doppler (Phase 3),M9 Bayonet,16350,12400,,,,21900,16650,,,,,
skin_m9_bayonet_gamma_doppler_phase_4,M9 Bayonet,Gamma Doppler (Phase 4),M9 Bayonet,21500,16350,,,,28900,21900,,,,,
skin_m9_bayonet_gamma_doppler_emerald,M9 Bayonet,Gamma Doppler (Emerald),M9 Bayonet,60900,46300,,,,81600,62000,,,,,
skin_m9_bayonet_lore,M9 Bayonet,Lore,M9 Bayonet,10000,7600,5800,5000,4300,13450,10200,7800,6700,5800,,
skin_navaja_knife_vanilla,Navaja Knife,★ (Vanilla),Navaja Knife,,,,,,,,,,,220,280
skin_navaja_knife_crimson_web,Navaja Knife,Crimson Web,Navaja Knife,340,260,195,170,145,450,340,260,225,195,,
skin_navaja_knife_fade,Navaja Knife,Fade,Navaja Knife,195,150,,,,260,200,,,,,
skin_navaja_knife_blue_steel,Navaja Knife,Blue Steel,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_stained,Navaja Knife,Stained,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_case_hardened,Navaja Knife,Case Hardened,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_forest_ddpat,Navaja Knife,Forest DDPAT,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_safari_mesh,Navaja Knife,Safari Mesh,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_boreal_forest,Navaja Knife,Boreal Forest,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_scorched,Navaja Knife,Scorched,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_urban_masked,Navaja Knife,Urban Masked,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_night_stripe,Navaja Knife,Night Stripe,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_slaughter,Navaja Knife,Slaughter,Navaja Knife,160,135,120,,,200,170,150,,,,
skin_navaja_knife_damascus_steel,Navaja Knife,Damascus Steel,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_navaja_knife_doppler_phase_1,Navaja Knife,Doppler (Phase 1),Navaja Knife,225,170,,,,300,230,,,,,
skin_navaja_knife_doppler_phase_2,Navaja Knife,Doppler (Phase 2),Navaja Knife,300,225,,,,400,300,,,,,
skin_navaja_knife_doppler_phase_3,Navaja Knife,Doppler (Phase 3),Navaja Knife,195,150,,,,260,200,,,,,
skin_navaja_knife_doppler_phase_4,Navaja Knife,Doppler (Phase 4),Navaja Knife,260,200,,,,350,270,,,,,
skin_navaja_knife_doppler_ruby,Navaja Knife,Doppler (Ruby),Navaja Knife,630,480,,,,850,650,,,,,
skin_navaja_knife_doppler_sapphire,Navaja Knife,Doppler (Sapphire),Navaja Knife,700,530,,,,940,710,,,,,
skin_navaja_knife_doppler_black_pearl,Navaja Knife,Doppler (Black Pearl),Navaja Knife,930,710,,,,1250,950,,,,,
skin_navaja_knife_marble_fade,Navaja Knife,Marble Fade,Navaja Knife,145,115,,,,190,145,,,,,
skin_navaja_knife_rust_coat,Navaja Knife,Rust Coat,Navaja Knife,,,,110,100,,,,140,125,,
skin_navaja_knife_tiger_tooth,Navaja Knife,Tiger Tooth,Navaja Knife,160,135,,,,200,170,,,,,
skin_navaja_knife_ultraviolet,Navaja Knife,Ultraviolet,Navaja Knife,160,135,120,110,100,200,170,150,140,125,,
skin_nomad_knife_vanilla,Nomad Knife,★ (Vanilla),Nomad Knife,,,,,,,,,,,520,670
skin_nomad_knife_crimson_web,Nomad Knife,Crimson Web,Nomad Knife,2550,1950,1475,1275,1100,3425,2600,1975,1700,1475,,
skin_nomad_knife_fade,Nomad Knife,Fade,Nomad Knife,1500,1125,,,,2000,1525,,,,,
skin_nomad_knife_blue_steel,Nomad Knife,Blue Steel,Nomad Knife,320,240,185,170,155,430,320,250,215,195,,
skin_nomad_knife_stained,Nomad Knife,Stained,Nomad Knife,280,215,185,170,155,380,290,230,215,195,,
skin_nomad_knife_case_hardened,Nomad Knife,Case Hardened,Nomad Knife,640,480,370,320,270,860,650,500,430,370,,
skin_nomad_knife_forest_ddpat,Nomad Knife,Forest DDPAT,Nomad Knife,250,210,185,170,155,310,260,230,215,195,,
skin_nomad_knife_safari_mesh,Nomad Knife,Safari Mesh,Nomad Knife,250,210,185,170,155,310,260,230,215,195,,
skin_nomad_knife_boreal_forest,Nomad Knife,Boreal Forest,Nomad Knife,250,210,185,170,155,310,260,230,215,195,,
skin_nomad_knife_scorched,Nomad Knife,Scorched,Nomad Knife,250,210,185,170,155,310,260,230,215,195,,
skin_nomad_knife_urban_masked,Nomad Knife,Urban Masked,Nomad Knife,250,210,185,170,155,310,260,230,215,195,,
skin_nomad_knife_night_stripe,Nomad Knife,Night Stripe,Nomad Knife,500,380,290,250,215,670,510,390,330,290,,
skin_nomad_knife_slaughter,Nomad Knife,Slaughter,Nomad Knife,740,570,430,,,1000,760,580,,,,
skin_nomad_knife_damascus_steel,Nomad Knife,Damascus Steel,Nomad Knife,350,270,205,175,155,480,360,280,240,205,,
skin_nomad_knife_doppler_phase_1,Nomad Knife,Doppler (Phase 1),Nomad Knife,1700,1300,,,,2275,1725,,,,,
skin_nomad_knife_doppler_phase_2,Nomad Knife,Doppler (Phase 2),Nomad Knife,2275,1725,,,,3050,2300,,,,,
skin_nomad_knife_doppler_phase_3,Nomad Knife,Doppler (Phase 3),Nomad Knife,1500,1125,,,,2000,1525,,,,,
skin_nomad_knife_doppler_phase_4,Nomad Knife,Doppler (Phase 4),Nomad Knife,1975,1500,,,,2650,2025,,,,,
skin_nomad_knife_doppler_ruby,Nomad Knife,Doppler (Ruby),Nomad Knife,4825,3675,,,,6450,4900,,,,,
skin_nomad_knife_doppler_sapphire,Nomad Knife,Doppler (Sapphire),Nomad Knife,5300,4050,,,,7100,5400,,,,,
skin_nomad_knife_doppler_black_pearl,Nomad Knife,Doppler (Black Pearl),Nomad Knife,7100,5400,,,,9500,7200,,,,,
skin_nomad_knife_marble_fade,Nomad Knife,Marble Fade,Nomad Knife,1075,820,,,,1425,1100,,,,,
skin_nomad_knife_rust_coat,Nomad Knife,Rust Coat,Nomad Knife,,,,190,165,,,,260,220,,
skin_nomad_knife_tiger_tooth,Nomad Knife,Tiger Tooth,Nomad Knife,1025,780,,,,1375,1050,,,,,
skin_nomad_knife_ultraviolet,Nomad Knife,Ultraviolet,Nomad Knife,450,340,260,225,195,610,460,350,300,260,,
skin_paracord_knife_vanilla,Paracord Knife,★ (Vanilla),Paracord Knife,,,,,,,,,,,260,340
skin_paracord_knife_crimson_web,Paracord Knife,Crimson Web,Paracord Knife,640,490,370,320,280,860,660,500,430,370,,
skin_paracord_knife_fade,Paracord Knife,Fade,Paracord Knife,380,290,,,,500,380,,,,,
skin_paracord_knife_blue_steel,Paracord Knife,Blue Steel,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_stained,Paracord Knife,Stained,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_case_hardened,Paracord Knife,Case Hardened,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_forest_ddpat,Paracord Knife,Forest DDPAT,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_safari_mesh,Paracord Knife,Safari Mesh,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_boreal_forest,Paracord Knife,Boreal Forest,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_scorched,Paracord Knife,Scorched,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_urban_masked,Paracord Knife,Urban Masked,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_night_stripe,Paracord Knife,Night Stripe,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_slaughter,Paracord Knife,Slaughter,Paracord Knife,190,160,145,,,250,205,180,,,,
skin_paracord_knife_damascus_steel,Paracord Knife,Damascus Steel,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_paracord_knife_doppler_phase_1,Paracord Knife,Doppler (Phase 1),Paracord Knife,430,330,,,,580,440,,,,,
skin_paracord_knife_doppler_phase_2,Paracord Knife,Doppler (Phase 2),Paracord Knife,570,440,,,,770,580,,,,,
skin_paracord_knife_doppler_phase_3,Paracord Knife,Doppler (Phase 3),Paracord Knife,380,290,,,,500,380,,,,,
skin_paracord_knife_doppler_phase_4,Paracord Knife,Doppler (Phase 4),Paracord Knife,500,380,,,,670,510,,,,,
skin_paracord_knife_doppler_ruby,Paracord Knife,Doppler (Ruby),Paracord Knife,1225,930,,,,1625,1250,,,,,
skin_paracord_knife_doppler_sapphire,Paracord Knife,Doppler (Sapphire),Paracord Knife,1350,1025,,,,1800,1375,,,,,
skin_paracord_knife_doppler_black_pearl,Paracord Knife,Doppler (Black Pearl),Paracord Knife,1800,1350,,,,2400,1825,,,,,
skin_paracord_knife_marble_fade,Paracord Knife,Marble Fade,Paracord Knife,270,210,,,,360,280,,,,,
skin_paracord_knife_rust_coat,Paracord Knife,Rust Coat,Paracord Knife,,,,130,120,,,,165,150,,
skin_paracord_knife_tiger_tooth,Paracord Knife,Tiger Tooth,Paracord Knife,260,195,,,,350,260,,,,,
skin_paracord_knife_ultraviolet,Paracord Knife,Ultraviolet,Paracord Knife,190,160,145,130,120,240,205,180,165,150,,
skin_shadow_daggers_vanilla,Shadow Daggers,★ (Vanilla),Shadow Daggers,,,,,,,,,,,300,380
skin_shadow_daggers_crimson_web,Shadow Daggers,Crimson Web,Shadow Daggers,1300,980,750,640,550,1725,1325,1000,860,740,,
skin_shadow_daggers_fade,Shadow Daggers,Fade,Shadow Daggers,750,570,,,,1000,770,,,,,
skin_shadow_daggers_blue_steel,Shadow Daggers,Blue Steel,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_stained,Shadow Daggers,Stained,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_case_hardened,Shadow Daggers,Case Hardened,Shadow Daggers,320,245,185,160,140,430,330,250,215,185,,
skin_shadow_daggers_forest_ddpat,Shadow Daggers,Forest DDPAT,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_safari_mesh,Shadow Daggers,Safari Mesh,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_boreal_forest,Shadow Daggers,Boreal Forest,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_scorched,Shadow Daggers,Scorched,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_urban_masked,Shadow Daggers,Urban Masked,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_night,Shadow Daggers,Night,Shadow Daggers,250,190,160,150,135,340,260,200,185,170,,
skin_shadow_daggers_slaughter,Shadow Daggers,Slaughter,Shadow Daggers,380,290,220,,,500,380,290,,,,
skin_shadow_daggers_damascus_steel,Shadow Daggers,Damascus Steel,Shadow Daggers,215,180,160,150,135,270,230,200,185,170,,
skin_shadow_daggers_doppler_phase_1,Shadow Daggers,Doppler (Phase 1),Shadow Daggers,860,650,,,,1150,880,,,,,
skin_shadow_daggers_doppler_phase_2,Shadow Daggers,Doppler (Phase 2),Shadow Daggers,1150,870,,,,1525,1175,,,,,
skin_shadow_daggers_doppler_phase_3,Shadow Daggers,Doppler (Phase 3),Shadow Daggers,750,570,,,,1000,770,,,,,
skin_shadow_daggers_doppler_phase_4,Shadow Daggers,Doppler (Phase 4),Shadow Daggers,1000,760,,,,1350,1025,,,,,
skin_shadow_daggers_doppler_ruby,Shadow Daggers,Doppler (Ruby),Shadow Daggers,2425,1850,,,,3275,2475,,,,,
skin_shadow_daggers_doppler_sapphire,Shadow Daggers,Doppler (Sapphire),Shadow Daggers,2675,2050,,,,3600,2725,,,,,
skin_shadow_daggers_doppler_black_pearl,Shadow Daggers,Doppler (Black Pearl),Shadow Daggers,3575,2725,,,,4800,3650,,,,,
skin_shadow_daggers_marble_fade,Shadow Daggers,Marble Fade,Shadow Daggers,540,420,,,,730,560,,,,,
skin_shadow_daggers_rust_coat,Shadow Daggers,Rust Coat,Shadow Daggers,,,,150,135,,,,185,170,,
skin_shadow_daggers_tiger_tooth,Shadow Daggers,Tiger Tooth,Shadow Daggers,520,390,,,,700,530,,,,,
skin_shadow_daggers_ultraviolet,Shadow Daggers,Ultraviolet,Shadow Daggers,230,180,160,150,135,310,235,200,185,170,,
skin_shadow_daggers_autotronic,Shadow Daggers,Autotronic,Shadow Daggers,410,310,240,205,175,550,420,320,280,235,,
